日付,時間,ユーザー,ステータス,メッセージ,合計稼働時間,月次稼働時間,,,,,,,,,
2025/03/02,10:29,kimoppy126,s,s,,,,12:20,theoj246,s,s,,,,
2025/03/02,12:23,kimoppy126,f,f,,,,14:27,theoj246,f,f,2:07:00,,,
2025/03/02,14:04,ryo4ryo4n66,s,s,,,,18:31,theoj246,s,s,,,,
2025/03/02,14:50,ryo4ryo4n66,f,f,,,,19:15,theoj246,f,f,0:44:00,,,
2025/03/03,12:32,theoj246,s,s,,,,19:28,theoj246,s,s,,,,
2025/03/03,19:04,ryo4ryo4n66,s,s,,,,21:07,theoj246,f,f,1:39:00,,,
2025/03/03,20:22,theoj246,f,f,,,,17:06,theoj246,s,s,,,,
2025/03/03,21:05,ryo4ryo4n66,f,f 20:22,,,,18:35,theoj246,f,f,1:29:00,,,
2025/03/03,22:03,ryo4ryo4n66,s,s,,,,16:51,theoj246,f,f,,,,
2025/03/03,23:46,ryo4ryo4n66,f,f,,,,16:51,theoj246,s,s,,,,
2025/03/04,10:57,ryo4ryo4n66,s,s,,,,18:09,theoj246,f,f,1:18:00,,,
2025/03/04,12:20,theoj246,s,s,,,,18:56,theoj246,s,s,,,,
2025/03/04,12:47,ryo4ryo4n66,f,f,,,,20:42,theoj246,f,f,1:46:00,,,
2025/03/04,14:18,ryo4ryo4n66,s,s,,,,15:15,theoj246,s,s,,,,
2025/03/04,14:27,theoj246,f,f,,,,18:49,theoj246,f,f,3:34:00,,,
2025/03/04,18:20,ryo4ryo4n66,f,f,,,,20:21,theoj246,s,s,,,,
2025/03/04,18:31,theoj246,s,s,,,,22:11,theoj246,f,f,1:50:00,,,
2025/03/04,19:12,ryo4ryo4n66,s,s,,,,16:58,theoj246,s,s,,,,
2025/03/04,19:15,theoj246,f,f,,,,18:50,theoj246,f,f,1:52:00,,,
2025/03/04,19:28,theoj246,s,s,,,,21:59,theoj246,s,s,,,,
2025/03/04,21:06,ryo4ryo4n66,f,f,,,,0:07,theoj246,f,f,2:00:00,,,
2025/03/04,21:07,theoj246,f,f,,,,9:58,theoj246,s,s,,,,
2025/03/05,11:15,ryo4ryo4n66,s,s,,,10:30,12:50,theoj246,s,s,0:32:00,,,
2025/03/05,11:58,ryo4ryo4n66,f,f,,,,12:50,theoj246,f,f 10:30,,,,
2025/03/05,12:31,ryo4ryo4n66,s,s,,,,17:58,theoj246,f,f,,,,
2025/03/05,13:53,ryo4ryo4n66,f,f,,,,19:05,theoj246,f,f,6:15:00,,,
2025/03/05,14:29,ryo4ryo4n66,s,s,,,,19:06,theoj246,s,s,,,,
2025/03/05,15:43,ryo4ryo4n66,f,f,,,,22:06,theoj246,s,s,,,,
2025/03/05,17:05,ryo4ryo4n66,s,s,,,20:00,22:06,theoj246,f,f 20:00,0:54:00,,,
2025/03/05,17:06,theoj246,s,s,,,,1:09,theoj246,f,f,3:00:00,,,
2025/03/05,18:35,theoj246,f,f,,,,9:47,theoj246,s,s,,,,
2025/03/05,18:50,ryo4ryo4n66,f,f,,,,11:37,theoj246,f,f,1:50:00,,,
2025/03/06,7:29,kimoppy126,s,s,,,,13:00,theoj246,s,s,,,,
2025/03/06,9:25,kimoppy126,f,f,,,,14:14,theoj246,f,f,1:14:00,,,
2025/03/06,12:36,ryo4ryo4n66,s,s,,,,14:39,theoj246,s,s,,,,
2025/03/06,16:02,ryo4ryo4n66,f,f,,,,19:41,theoj246,f,f,5:02:00,,,
2025/03/06,16:18,kimoppy126,s,s,,,,22:43,theoj246,s,s,,,,
2025/03/06,16:31,ryo4ryo4n66,s,s,,,,0:07,theoj246,f,f,1:30:00,,,
2025/03/06,16:51,theoj246,f,f,,,,12:22,theoj246,s,s,,,,
2025/03/06,16:51,theoj246,s,s,,,,15:59,theoj246,f,f,3:37:00,,,
2025/03/06,17:26,ryo4ryo4n66,f,f,,,,17:01,theoj246,s,s,,,,
2025/03/06,18:09,theoj246,f,f,,,,19:51,theoj246,f,f,2:50:00,,,
2025/03/06,18:37,ryo4ryo4n66,s,s,,,,19:55,theoj246,s,s,,,,
2025/03/06,18:56,theoj246,s,s,,,,21:06,theoj246,f,f,1:11:00,,,
2025/03/06,19:06,ryo4ryo4n66,f,f,,,,12:10,theoj246,s,s,,,,
2025/03/06,20:07,kimoppy126,f,f,,,,15:58,theoj246,f,f,3:48:00,,,
2025/03/06,20:42,theoj246,f,f,,,,16:27,theoj246,s,s,,,,
2025/03/07,15:15,theoj246,s,s,,,,17:24,theoj246,f,f,0:57:00,,,
2025/03/07,18:49,theoj246,f,f,,,,10:33,theoj246,s,s,,,,
2025/03/07,20:21,theoj246,s,s,,,,11:13,theoj246,f,f,0:40:00,,,
2025/03/07,22:11,theoj246,f,f,,,,11:39,theoj246,s,s,,,,
2025/03/09,8:38,kimoppy126,s,s,,,,13:03,theoj246,f,f,1:24:00,,,
2025/03/09,16:47,kimoppy126,f,f,,,,14:02,theoj246,s,s,,,,
2025/03/09,16:58,theoj246,s,s,,,,17:07,theoj246,f,f,3:05:00,,,
2025/03/09,18:50,theoj246,f,f,,,,17:37,theoj246,s,s,,,,
2025/03/09,21:59,theoj246,s,s,,,,19:28,theoj246,f,f,1:51:00,,,
2025/03/09,22:32,ryo4ryo4n66,s,s,,,,13:41,theoj246,s,s,,,,
2025/03/10,0:07,theoj246,f,f,,,15:20,19:22,theoj246,f,f 15:20,1:39:00,,,
2025/03/10,0:26,ryo4ryo4n66,f,f,,,,19:22,theoj246,s,s,,,,
2025/03/10,9:58,theoj246,s,s,,,,22:49,theoj246,f,f,3:27:00,,,
2025/03/10,11:01,ryo4ryo4n66,s,s,,,,10:22,theoj246,s,s,,,,
2025/03/10,12:02,ryo4ryo4n66,f,f,,,,10:58,theoj246,f,f,0:36:00,,,
2025/03/10,12:50,theoj246,s,s,,,,13:41,theoj246,s,s,,,,
2025/03/10,12:50,theoj246,f,f 10:30,,,18:00,19:18,theoj246,f,f 18:00,4:19:00,,,
2025/03/10,13:58,ryo4ryo4n66,s,s,,,,19:18,theoj246,s,s,,,,
2025/03/10,17:58,theoj246,f,f,,,20:20,0:25,theoj246,f,f 20:20,1:02:00,,,
2025/03/10,19:05,theoj246,f,f,,,,1:13,theoj246,s,s,,,,
2025/03/10,19:06,theoj246,s,s,,,,1:35,theoj246,f,f,0:22:00,,,
2025/03/10,19:19,ryo4ryo4n66,f,f 17:58,,,,12:59,theoj246,s,s,,,,
2025/03/10,19:20,ryo4ryo4n66,s,s 19:06,,,,14:45,theoj246,f,f,1:46:00,,,
2025/03/10,22:06,theoj246,s,s,,,,15:08,theoj246,s,s,,,,
2025/03/10,22:06,theoj246,f,f 20:00,,,,20:49,theoj246,f,f 19:00,5:41:00,,,
2025/03/11,1:03,ryo4ryo4n66,f,f -3:35,,,1:09,22:51,theoj246,s,s,,,,
2025/03/11,1:09,theoj246,f,f,,,,5:06,theoj246,f,f,6:15:00,,,
2025/03/11,9:47,theoj246,s,s,,,,10:29,theoj246,s,s,,,,
2025/03/11,11:37,theoj246,f,f,,,,13:01,theoj246,f,f,2:32:00,,,
2025/03/11,13:00,theoj246,s,s,,,,14:10,theoj246,s,s,,,,
2025/03/11,14:14,theoj246,f,f,,,,16:50,theoj246,f,f,2:40:00,,,
2025/03/11,14:15,ryo4ryo4n66,f,f 14:00,,,,13:54,theoj246,s,s,,,,
2025/03/11,14:39,theoj246,s,s,,,,17:55,theoj246,f,f,4:01:00,,,
2025/03/11,15:16,ryo4ryo4n66,s,s,,,,18:25,theoj246,s,s,,,,
2025/03/11,19:01,ryo4ryo4n66,f,f,,,,19:11,theoj246,f,f,0:46:00,,,
2025/03/11,19:41,theoj246,f,f,,,2:43,21:17,theoj246,s,s,,,,
2025/03/11,22:43,theoj246,s,s,,,,0:11,theoj246,f,f,2:54:00,,,
2025/03/12,0:07,theoj246,f,f,,,,10:35,theoj246,s,s,,,,
2025/03/12,12:22,theoj246,s,s,,,,11:02,theoj246,f,f,0:27:00,,,
2025/03/12,15:59,theoj246,f,f,,,,12:37,theoj246,s,s 12:00,,,,
2025/03/12,17:01,theoj246,s,s,,,,12:37,theoj246,f,f 12:30,0:30:00,,,
2025/03/12,19:51,theoj246,f,f,,,,13:02,theoj246,s,s,,,,
2025/03/12,19:55,theoj246,s,s,,,,14:44,theoj246,f,f,1:42:00,,,
2025/03/12,21:06,theoj246,f,f,,,,15:23,theoj246,s,s,,,,
2025/03/12,21:08,ryo4ryo4n66,s,s 19:55,,,,19:05,theoj246,f,f,3:42:00,,,
2025/03/12,21:09,ryo4ryo4n66,f,f 21:06,,,,20:02,theoj246,s,s,,,,
2025/03/13,10:56,ryo4ryo4n66,s,s,,,,22:08,theoj246,f,f,2:06:00,,,
2025/03/13,12:10,theoj246,s,s,,,,10:29,theoj246,s,s,,,,
2025/03/13,13:48,ryo4ryo4n66,f,f,,,,11:24,theoj246,f,f,0:55:00,,,
2025/03/13,14:28,ryo4ryo4n66,s,s,,,,11:49,theoj246,s,s,,,,
2025/03/13,15:58,theoj246,f,f,,,,13:43,theoj246,f,f,1:54:00,,,
2025/03/13,16:27,theoj246,s,s,,,,14:15,theoj246,s,s,,,,
2025/03/13,17:24,theoj246,f,f,,,,20:09,theoj246,f,f,5:54:00,,,
2025/03/13,18:08,ryo4ryo4n66,f,f,,,,22:36,theoj246,s,s,,,,
2025/03/14,10:33,theoj246,s,s,,,,23:02,theoj246,f,f,0:26:00,,,
2025/03/14,11:13,theoj246,f,f,,,,0:11,theoj246,s,s,,,,
2025/03/14,11:39,theoj246,s,s,,,,1:07,theoj246,f,f,0:56:00,,,
2025/03/14,13:03,theoj246,f,f,,,,12:20,theoj246,s,s,,,,
2025/03/14,13:42,ryo4ryo4n66,s,s,,,,17:52,theoj246,f,f,5:32:00,,,
2025/03/14,14:02,theoj246,s,s,,,,10:12,theoj246,s,s,,,,
2025/03/14,17:07,theoj246,f,f,,,,11:47,theoj246,f,f,1:35:00,,,
2025/03/14,17:37,theoj246,s,s,,,,12:37,theoj246,s,s,,,,
2025/03/14,19:26,ryo4ryo4n66,f,f,,,,14:37,theoj246,f,f,2:00:00,,,
2025/03/14,19:28,theoj246,f,f,,,,15:04,theoj246,s,s,,,,
2025/03/16,13:41,theoj246,s,s,,,,15:28,theoj246,f,f,0:24:00,,,
2025/03/16,19:22,theoj246,f,f 15:20,,,,16:38,theoj246,s,s,,,,
2025/03/16,19:22,theoj246,s,s,,,,20:30,theoj246,f,f,3:52:00,,,
2025/03/16,22:49,theoj246,f,f,,,1:07,22:53,theoj246,s,s,,,,
2025/03/17,10:22,theoj246,s,s,,,,0:42,theoj246,f,f,1:49:00,,,
2025/03/17,10:58,theoj246,f,f,,,,11:03,theoj246,s,s,,,,
2025/03/17,13:41,theoj246,s,s,,,,12:31,theoj246,s,s,,,,
2025/03/17,18:02,ryo4ryo4n66,s,s,,,,16:52,theoj246,f,f,4:21:00,,,
2025/03/17,18:08,ryo4ryo4n66,f,f,,,,14:11,theoj246,s,s,,,,
2025/03/17,19:18,ryo4ryo4n66,s,s,,,,15:04,theoj246,f,f,0:53:00,,,
2025/03/17,19:18,theoj246,f,f 18:00,,,,17:09,theoj246,s,s,,,,
2025/03/17,19:18,theoj246,s,s,,,,18:40,theoj246,f,f,1:31:00,,,
2025/03/18,0:25,theoj246,f,f 20:20,,,,19:31,theoj246,s,s,,,153:56:00,
2025/03/18,0:32,ryo4ryo4n66,f,f 20:20,,,,19:58,theoj246,f,f,0:27:00,,,
2025/03/18,0:32,ryo4ryo4n66,s,s,,,,9:12,theoj246,s,s,,,,
2025/03/18,1:13,theoj246,s,s,,,11:35,11:46,theoj246,f,f 11:35,2:23:00,,,
2025/03/18,1:35,theoj246,f,f,,,,11:57,theoj246,s,s,,,,
2025/03/18,1:50,ryo4ryo4n66,f,f,,,13:30,14:02,theoj246,f,f 13:30,1:33:00,,,
2025/03/18,10:10,ryo4ryo4n66,s,s,,,,14:02,theoj246,s,s,,,,
2025/03/18,12:32,ryo4ryo4n66,f,f,,,,19:17,theoj246,f,f,5:15:00,,,
2025/03/18,13:46,ryo4ryo4n66,s,s,,,,,,,,,,,
2025/03/18,18:21,ryo4ryo4n66,f,f,,,,,,,,,,,
2025/03/18,19:14,ryo4ryo4n66,s,s,,,,,,,,,,,
2025/03/18,20:16,ryo4ryo4n66,f,f,,,,,,,,,,,
2025/03/18,21:05,ryo4ryo4n66,s,s,,,,,,,,,,,
2025/03/19,12:26,ryo4ryo4n66,s,"s
9:45",,,,,,,,,,,
2025/03/19,12:26,ryo4ryo4n66,f,f12:20,,,,,,,,,,,
2025/03/20,17:31,ryo4ryo4n66,s,s,,,,,,,,,,,
2025/03/20,20:50,ryo4ryo4n66,f,f 19:30,,,,,,,,,,,
2025/03/21,11:41,ryo4ryo4n66,s,s,,,,,,,,,,,
2025/03/21,12:59,ryo4ryo4n66,f,f,,,,,,,,,,,
2025/03/21,12:59,theoj246,s,s,,,,,,,,,,,
2025/03/21,14:11,ryo4ryo4n66,s,s,,,,,,,,,,,
2025/03/21,14:45,theoj246,f,f,,,,,,,,,,,
2025/03/21,15:08,theoj246,s,s,,,,,,,,,,,
2025/03/21,20:49,theoj246,f,f 19:00,,,,,,,,,,,
2025/03/21,21:22,ryo4ryo4n66,f,f 休憩 90,,,,,,,,,,,
2025/03/21,22:51,theoj246,s,s,,,,,,,,,,,
2025/03/22,1:18,ryo4ryo4n66,s,s,,,,,,,,,,,
2025/03/22,2:09,ryo4ryo4n66,f,f,,,,,,,,,,,
2025/03/22,5:06,theoj246,f,f,,,,,,,,,,,
2025/03/22,10:29,theoj246,s,s,,,,,,,,,,,
2025/03/22,13:01,theoj246,f,f,,,,,,,,,,,
2025/03/22,14:10,theoj246,s,s,,,,,,,,,,,
2025/03/22,16:50,theoj246,f,f,,,,,,,,,,,
2025/03/23,13:54,theoj246,s,s,,,,,,,,,,,
2025/03/23,15:18,ryo4ryo4n66,s,s,,,,,,,,,,,
2025/03/23,17:54,ryo4ryo4n66,f,f,,,,,,,,,,,
2025/03/23,17:55,theoj246,f,f,,,,,,,,,,,
2025/03/23,18:25,theoj246,s,s,,,,,,,,,,,
2025/03/23,18:26,ryo4ryo4n66,s,s,,,,,,,,,,,
2025/03/23,18:55,ryo4ryo4n66,f,f,,,,,,,,,,,
2025/03/23,19:11,theoj246,f,f,,,,,,,,,,,
2025/03/23,20:00,ryo4ryo4n66,s,s,,,,,,,,,,,
2025/03/23,20:31,ryo4ryo4n66,f,f,,,,,,,,,,,
2025/03/23,21:17,ryo4ryo4n66,s,s,,,,,,,,,,,
2025/03/23,21:17,theoj246,s,s,,,,,,,,,,,
2025/03/23,21:35,ryo4ryo4n66,f,f,,,,,,,,,,,
2025/03/24,0:11,theoj246,f,f,,,,,,,,,,,
2025/03/24,10:35,theoj246,s,s,,,,,,,,,,,
2025/03/24,11:02,theoj246,f,f,,,,,,,,,,,
2025/03/24,12:31,ryo4ryo4n66,s,s,,,,,,,,,,,
2025/03/24,12:37,theoj246,s,s 12:00,,,,,,,,,,,
2025/03/24,12:37,theoj246,f,f 12:30,,,,,,,,,,,
2025/03/24,13:02,theoj246,s,s,,,,,,,,,,,
2025/03/24,14:44,theoj246,f,f,,,,,,,,,,,
2025/03/24,15:23,theoj246,s,s,,,,,,,,,,,
2025/03/24,17:56,ryo4ryo4n66,f,f,,,,,,,,,,,
2025/03/24,18:19,ryo4ryo4n66,s,s,,,,,,,,,,,
2025/03/24,19:05,theoj246,f,f,,,,,,,,,,,
2025/03/24,19:07,ryo4ryo4n66,f,f,,,,,,,,,,,
2025/03/24,20:02,theoj246,s,s,,,,,,,,,,,
2025/03/24,22:08,theoj246,f,f,,,,,,,,,,,
2025/03/25,10:29,theoj246,s,s,,,,,,,,,,,
2025/03/25,11:24,theoj246,f,f,,,,,,,,,,,
2025/03/25,11:49,theoj246,s,s,,,,,,,,,,,
2025/03/25,13:43,theoj246,f,f,,,,,,,,,,,
2025/03/25,14:15,theoj246,s,s,,,,,,,,,,,
2025/03/25,20:09,theoj246,f,f,,,,,,,,,,,
2025/03/25,22:36,theoj246,s,s,,,,,,,,,,,
2025/03/25,23:02,theoj246,f,f,,,,,,,,,,,
2025/03/26,0:11,theoj246,s,s,,,,,,,,,,,
2025/03/26,1:07,theoj246,f,f,,,,,,,,,,,
2025/03/26,1:11,ryo4ryo4n66,s,s,,,,,,,,,,,
2025/03/26,1:59,ryo4ryo4n66,f,f ＋ 180,,,,,,,,,,,
2025/03/26,12:20,theoj246,s,s,,,,,,,,,,,
2025/03/26,12:21,ryo4ryo4n66,s,s,,,,,,,,,,,
2025/03/26,17:50,ryo4ryo4n66,f,f,,,,,,,,,,,
2025/03/26,17:50,ryo4ryo4n66,f,f,,,,,,,,,,,
2025/03/26,17:52,theoj246,f,f,,,,,,,,,,,
2025/03/27,10:12,theoj246,s,s,,,,,,,,,,,
2025/03/27,10:46,ryo4ryo4n66,s,s,,,,,,,,,,,
2025/03/27,11:09,ryo4ryo4n66,f,f,,,,,,,,,,,
2025/03/27,11:46,ryo4ryo4n66,s,s 11:24,,,,,,,,,,,
2025/03/27,11:47,theoj246,f,f,,,,,,,,,,,
2025/03/27,12:37,theoj246,s,s,,,,,,,,,,,
2025/03/27,13:00,ryo4ryo4n66,f,f,,,,,,,,,,,
2025/03/27,13:39,ryo4ryo4n66,s,s,,,,,,,,,,,
2025/03/27,14:37,theoj246,f,f,,,,,,,,,,,
2025/03/27,15:04,theoj246,s,s,,,,,,,,,,,
2025/03/27,15:28,theoj246,f,f,,,,,,,,,,,
2025/03/27,15:34,kimoppy126,s,s,,,,,,,,,,,
2025/03/27,16:38,theoj246,s,s,,,,,,,,,,,
2025/03/27,17:00,ryo4ryo4n66,f,f,,,,,,,,,,,
2025/03/27,18:37,ryo4ryo4n66,s,s,,,,,,,,,,,
2025/03/27,20:30,theoj246,f,f,,,,,,,,,,,
2025/03/27,20:44,kimoppy126,f,f,,,,,,,,,,,
2025/03/27,22:53,theoj246,s,s,,,,,,,,,,,
2025/03/28,0:42,theoj246,f,f,,,,,,,,,,,
2025/03/28,0:45,ryo4ryo4n66,s,s,,,,,,,,,,,
2025/03/28,2:41,ryo4ryo4n66,f,f,,,,,,,,,,,
2025/03/28,11:03,theoj246,s,s,,,,,,,,,,,
2025/03/28,12:17,ryo4ryo4n66,s,s,,,,,,,,,,,
2025/03/28,12:31,theoj246,s,s,,,,,,,,,,,
2025/03/28,13:25,ryo4ryo4n66,f,f,,,,,,,,,,,
2025/03/28,15:41,ryo4ryo4n66,s,s 14:05,,,,,,,,,,,
2025/03/28,16:52,theoj246,f,f,,,,,,,,,,,
2025/03/28,18:59,ryo4ryo4n66,f,f,,,,,,,,,,,
2025/03/28,20:04,kimoppy126,s,s,,,,,,,,,,,
2025/03/28,21:51,kimoppy126,f,f,,,,,,,,,,,
2025/03/29,14:11,theoj246,s,s,,,,,,,,,,,
2025/03/29,14:52,ryo4ryo4n66,s,s,,,,,,,,,,,
2025/03/29,15:04,theoj246,f,f,,,,,,,,,,,
2025/03/29,16:55,ryo4ryo4n66,f,f,,,,,,,,,,,
2025/03/29,17:09,theoj246,s,s,,,,,,,,,,,
2025/03/29,18:40,theoj246,f,f,,,,,,,,,,,
2025/03/29,19:31,theoj246,s,s,,,,,,,,,,,
2025/03/29,19:58,theoj246,f,f,,,,,,,,,,,
2025/03/31,9:12,theoj246,s,s,,,,,,,,,,,
2025/03/31,10:19,ryo4ryo4n66,s,s 10:05,,,,,,,,,,,
2025/03/31,11:46,theoj246,f,f 11:35,,,,,,,,,,,
2025/03/31,11:57,theoj246,s,s,,,,,,,,,,,
2025/03/31,14:02,theoj246,f,f 13:30,,,,,,,,,,,
2025/03/31,14:02,theoj246,s,s,,,,,,,,,,,
2025/03/31,17:25,ryo4ryo4n66,f,f,,,,,,,,,,,
2025/03/31,18:00,ryo4ryo4n66,s,s,,,,,,,,,,,
2025/03/31,19:17,theoj246,f,f,,,,,,,,,,,
2025/03/31,19:22,ryo4ryo4n66,f,f,,,,,,,,,,,
2025/03/31,23:18,ryo4ryo4n66,s,s,,,,,,,,,,,
2025/04/01,0:46,ryo4ryo4n66,f,f,,,,11:57,theoj246,s,s,,,,
2025/04/01,11:57,theoj246,s,s,,,,12:25,theoj246,f,f,0:28:00,,,
2025/04/01,12:25,theoj246,f,f,,,,16:06,theoj246,s,s,,,,
2025/04/01,15:05,ryo4ryo4n66,s,s,,,,20:11,theoj246,f,f,4:05:00,,,
2025/04/01,16:06,theoj246,s,s,,,,13:07,theoj246,s,s,,,,
2025/04/01,20:11,theoj246,f,f,,,16:30,17:18,theoj246,f,f 16:30,3:23:00,,,
2025/04/01,22:26,ryo4ryo4n66,f,f 2011,,,,17:40,theoj246,s,s,,,,
2025/04/02,13:07,theoj246,s,s,,,,20:09,theoj246,f,f,2:29:00,,,
2025/04/02,17:18,theoj246,f,f 16:30,,,,12:13,theoj246,s,s,,,,
2025/04/02,17:40,theoj246,s,s,,,,15:08,theoj246,f,f,2:55:00,,,
2025/04/02,18:22,ryo4ryo4n66,s,s,,,16:30,17:28,theoj246,s,s 16:30,,,,
2025/04/02,19:24,ryo4ryo4n66,f,f,,,,19:05,theoj246,f,f,2:35:00,,,
2025/04/02,20:09,theoj246,f,f,,,,22:33,theoj246,s,s,,,,
2025/04/02,22:11,ryo4ryo4n66,s,s,,,24:37:00,0:37,theoj246,f,f,2:04:00,,,
2025/04/03,1:16,ryo4ryo4n66,f,f,,,,13:23,theoj246,s,s,,,,
2025/04/03,12:13,theoj246,s,s,,,,17:11,theoj246,f,f,3:48:00,,,
2025/04/03,12:57,ryo4ryo4n66,s,s,,,,18:16,theoj246,s,s,,,,
2025/04/03,15:08,theoj246,f,f,,,19:00,20:22,theoj246,f,f 19:00,0:44:00,,,
2025/04/03,17:28,theoj246,s,s 16:30,,,21:00,22:22,theoj246,s,s 21:00,,,,
2025/04/03,19:05,theoj246,f,f,,,24:44:00,0:44,theoj246,f,f,3:44:00,,,
2025/04/03,22:33,theoj246,s,s,,,,13:13,theoj246,s,s,,,,
2025/04/03,23:23,ryo4ryo4n66,f,f -200,,,,14:43,theoj246,f,f,1:30:00,,,
2025/04/04,0:37,theoj246,f,f,,,,0:30,theoj246,s,s,,,,
2025/04/04,11:12,ryo4ryo4n66,s,s,,,,2:20,theoj246,f,f,1:50:00,,,
2025/04/04,11:37,kimoppy126,s,s,,,,10:06,theoj246,s,s,,,,
2025/04/04,12:54,ryo4ryo4n66,f,f,,,,10:41,theoj246,f,f,0:35:00,,,
2025/04/04,13:23,theoj246,s,s,,,,13:17,theoj246,s,s,,,,
2025/04/04,14:05,ryo4ryo4n66,s,s,,,,16:28,theoj246,f,f,3:11:00,,,
2025/04/04,16:57,ryo4ryo4n66,f,f,,,,16:49,theoj246,s,s,,,,
2025/04/04,17:11,theoj246,f,f,,,,18:47,theoj246,f,f,1:58:00,,,
2025/04/04,18:16,theoj246,s,s,,,,20:24,theoj246,s,s,,,,
2025/04/04,18:31,ryo4ryo4n66,s,s,,,,22:28,theoj246,f,f,2:04:00,,,
2025/04/04,20:22,theoj246,f,f 19:00,,,,13:24,theoj246,s,s,,,,
2025/04/04,20:31,ryo4ryo4n66,f,f19:00,,,,17:11,theoj246,f,f,3:47:00,,,
2025/04/04,22:03,kimoppy126,f,f,,,,22:23,theoj246,s,s,,,,
2025/04/04,22:22,theoj246,s,s 21:00,,,25:01:00,1:01,theoj246,f,f,2:38:00,,,
2025/04/05,0:44,theoj246,f,f,,,,12:01,theoj246,s,s,,,,
2025/04/06,13:13,theoj246,s,s,,,,12:53,theoj246,f,f,0:52:00,,,
2025/04/06,14:43,theoj246,f,f,,,,13:16,theoj246,s,s,,,,
2025/04/06,17:32,ryo4ryo4n66,s,s,,,,18:26,theoj246,f,f,5:10:00,,,
2025/04/06,17:37,ryo4ryo4n66,f,f,,,,0:14,theoj246,s,s,,,,
2025/04/07,0:30,theoj246,s,s,,,,0:39,theoj246,f,f,0:25:00,,,
2025/04/07,2:20,theoj246,f,f,,,,12:53,theoj246,s,s,,,,
2025/04/07,10:06,theoj246,s,s,,,,14:07,theoj246,f,f,1:14:00,,,
2025/04/07,10:41,theoj246,f,f,,,,15:10,theoj246,s,s,,,,
2025/04/07,12:24,ryo4ryo4n66,s,s,,,,16:18,theoj246,f,f,1:08:00,,,
2025/04/07,13:17,theoj246,s,s,,,,19:52,theoj246,s,s,,,,
2025/04/07,16:07,ryo4ryo4n66,f,f,,,20:00,20:31,theoj246,f,f 8:00,0:08:00,,,
2025/04/07,16:28,theoj246,f,f,,,,11:49,theoj246,s,s,,,,
2025/04/07,16:49,theoj246,s,s,,,,16:52,theoj246,f,f,5:03:00,,,
2025/04/07,18:47,theoj246,f,f,,,,13:02,theoj246,s,s,,,,
2025/04/07,20:24,theoj246,s,s,,,,18:43,theoj246,f,f,5:41:00,,,
2025/04/07,22:28,theoj246,f,f,,,,22:39,theoj246,s,s,,,,
2025/04/08,0:05,ryo4ryo4n66,s,s,,,24:02:00,0:02,theoj246,f,f,1:23:00,,,
2025/04/08,0:35,ryo4ryo4n66,f,f,,,,11:50,theoj246,s,s,,,,
2025/04/08,13:24,theoj246,s,s,,,,15:01,theoj246,f,f,3:11:00,,,
2025/04/08,13:51,ryo4ryo4n66,s,s,,,,16:44,theoj246,s,s,,,,
2025/04/08,16:43,ryo4ryo4n66,f,f,,,,17:12,theoj246,f,f,0:28:00,,,
2025/04/08,17:11,theoj246,f,f,,,,12:28,theoj246,s,s,,,,
2025/04/08,18:44,ryo4ryo4n66,s,s,,,,16:28,theoj246,f,f,4:00:00,,,
2025/04/08,20:29,ryo4ryo4n66,f,f,,,,10:29,theoj246,s,s,,,,
2025/04/08,22:23,theoj246,s,s,,,,12:48,theoj246,f,f,2:19:00,,,
2025/04/09,1:01,theoj246,f,f,,,13:30,14:14,theoj246,s,s 13:30,,,,
2025/04/09,12:01,theoj246,s,s,,,,15:55,theoj246,f,f,2:25:00,,,
2025/04/09,12:53,theoj246,f,f,,,,17:11,theoj246,s,s,,,,
2025/04/09,13:16,theoj246,s,s,,,,19:33,theoj246,f,f,2:22:00,,,
2025/04/09,15:21,ryo4ryo4n66,s,s,,,,18:17,theoj246,s,s,,,,
2025/04/09,18:26,theoj246,f,f,,,,19:30,theoj246,f,f,1:13:00,,,
2025/04/09,18:44,ryo4ryo4n66,f,f,,,,11:12,theoj246,s,s,,,,
2025/04/10,0:14,theoj246,s,s,,,,16:06,theoj246,f,f,4:54:00,,,
2025/04/10,0:39,theoj246,f,f,,,,20:12,theoj246,s,s,,,,
2025/04/10,11:17,ryo4ryo4n66,s,s,,,25:29:00,1:29,theoj246,f,f,5:17:00,,,
2025/04/10,12:10,ryo4ryo4n66,f,f,,,,11:39,theoj246,s,s,,,,
2025/04/10,12:53,theoj246,s,s,,,14:50,15:01,theoj246,f,f 14:50,3:11:00,,,
2025/04/10,13:20,ryo4ryo4n66,s,s,,,,15:10,theoj246,s,s,,,,
2025/04/10,14:07,theoj246,f,f,,,,17:04,theoj246,f,f,1:54:00,,,
2025/04/10,15:10,theoj246,s,s,,,,18:49,theoj246,s,s,,,,
2025/04/10,16:18,theoj246,f,f,,,24:45:00,0:45,theoj246,f,f,5:56:00,,,
2025/04/10,17:07,ryo4ryo4n66,f,f,,,,12:08,theoj246,s,s,,,,
2025/04/10,17:13,ryo4ryo4n66,s,s,,,,15:19,theoj246,f,f,3:11:00,,,
2025/04/10,17:37,ryo4ryo4n66,f,f,,,,15:37,theoj246,s,s,,,,
2025/04/10,19:52,theoj246,s,s,,,25:33:00,1:33,theoj246,f,f,9:56:00,,,
2025/04/10,20:31,theoj246,f,f 8:00,,,,9:52,theoj246,s,s,,,,
